avg_children,avg_clustering_coefficient,avg_degree,avg_shortest_path,degree_assortativity,density,depth,median_children,num_edges,num_leaves,num_nodes,var_children,label,source_GOV
0.01764034863972474,0.011440319023453854,0.02702702699408943,0.10674304302151516,0.4371502468889199,0.05128253588411885,0.5,0.0,0.003809847365105018,0.054527263622867174,0.02828507793625113,0.0033031385456685626,0.0,1.0
0.04471803021339199,0.022903628060133546,0.05405405405046394,0.1392152944987627,0.5153134957690265,0.033944357737700354,0.5,0.0,0.010919944656183,0.10805402699098904,0.05768374162112465,0.0077734298820407305,0.0,1.0
0.07906215169608978,0.045500781906486085,0.08108108106096087,0.18843155504704612,0.5484991419069739,0.07321466855002219,0.5,0.0,0.010555946517434342,0.06003001498377365,0.04031180398142901,0.0028175692262269896,0.0,1.0
0.06018460030599221,0.01938491535534243,0.05405405405046394,0.1287425775481575,0.43472006604464986,0.032729707314657436,0.75,0.0,0.01531218906935329,0.13056528261937125,0.0694877505301486,0.012123782505579474,0.0,1.0
0.18163495987971695,0.9319860779607991,0.18918918914548122,0.10041630174169953,0.3780731552727916,0.12491337801730665,0.5,0.0,0.02108762647389501,0.0820410204870807,0.04454342981673949,0.021374574180640385,0.0,1.0
0.03523819435979879,0.009229264704712033,0.05405405405046394,0.10579209866464377,0.4603073414999133,0.043216290766937504,0.5,0.0,0.007182896918827714,0.0820410204870807,0.04209354117524394,0.006455822462980301,0.0,1.0
0.05515290569222545,0.01042424818716503,0.05405405405046394,0.08677414210492644,0.3337894320791959,0.05027912684745711,0.5,0.0,0.009706617482136875,0.09254627311365907,0.04587973271210069,0.010949097780775121,0.0,1.0
0.0459054225861156,0.008164385046702284,0.05405405405046394,0.10108341669286738,0.4992233051008063,0.031770097302413536,0.5,0.0,0.011817806776646955,0.12006002999279289,0.06169265030720826,0.010006328093709818,0.0,1.0
0.12890268904178648,0.014918413623021626,0.13513513511619846,0.1568338958330761,0.35683510197014656,0.06200903234972591,0.5,0.0,0.02378121282643338,0.08604302148768199,0.06592427614251874,0.00498762513340768,0.0,1.0
0.052862268917411706,0.019235501717059497,0.05405405405046394,0.15154157798279208,0.5420981638123515,0.053012422840332946,0.5,0.0,0.008857288446839405,0.07103551773542717,0.04276169262292454,0.00400057274617965,0.0,1.0
0.03951288460931526,0.009390814185412377,0.05405405405046394,0.10691637768215138,0.47194230112006985,0.045545334848297564,0.5,0.0,0.007595428187626792,0.0820410204870807,0.042316258324470814,0.006459633804121601,0.0,1.0
0.0417464670010018,0.025756200305156227,0.05405405405046394,0.1211820738425387,0.4931461562592638,0.05755733513296374,0.5,0.0,0.006503433681612953,0.06453226608280568,0.03518930954921106,0.004522411017144752,0.0,1.0
0.5155162728316898,0.7397871284021506,0.5135135135028616,0.3598550944655272,0.40836830872316876,0.1258196061043894,0.5,0.3333333333167575,0.12587056225908114,0.05252626308215783,0.11069042313711905,0.03728287603993636,0.0,1.0
0.18799528313841102,0.3634334895224903,0.18918918914548122,0.3167055800334059,0.569228209086449,0.19806174421118505,0.5,0.16666666664594681,0.014341527339956115,0.021010505220682724,0.02895322937044837,0.002595492856273469,0.0,1.0
0.19683586709356793,0.09734204864153866,0.18918918914548122,0.3174130531518353,0.24986990583218321,0.07104493036973508,0.5,0.16666666664594681,0.040306729097411995,0.07803901948647943,0.08106904228994571,0.010422408234948383,0.0,1.0
0.05776362502896437,0.05574732948802089,0.05405405405046394,0.17447971785818142,0.5514254576130295,0.05063907940801782,0.5,0.0,0.010143415248635265,0.07803901948647943,0.046770601309008154,0.003980924772954588,0.0,1.0
0.116845389825117,0.003005940862679482,0.13513513511619846,0.053179894388687865,0.4324138009851631,0.04384734304602281,0.5,0.0,0.02788225871453233,0.1350675337450477,0.08329621378221438,0.010599160637841398,0.0,1.0
